pwsid,pwsname,fips,location_state_name,location_state_abbrev,primacytype,primacyagency,eparegion,primarysource,populationservedcount,serviceconnectionscount,pwstype
"WI2650128","FONTANA WATER UTILITY",55127,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1839,681,"Community water system"
"WI2650143","INTERLAKEN RESORT AND VILLAGE",55127,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",500,40,"Community water system"
"WI2650145","SHARON WATERWORKS",55127,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1549,573,"Community water system"
"WI2650149","WALWORTH WATERWORKS",55127,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2304,853,"Community water system"
"WI2650907","GENEVA NATIONAL GOLF CLUB",55127,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2043,775,"Community water system"
"WI2651469","BLOOMFIELD, VILLAGE OF",55127,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4071,1507,"Community water system"
"WI2651536","LAKE COMO SANITARY DIST 1",55127,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3038,1332,"Community water system"
"WI2670104","ALLENTON SANITARY DISTRICT",55131,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",860,318,"Community water system"
"WI2670105","GERMANTOWN WATER UTILITY",55131,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",15864,5875,"Community water system"
"WI2670110","HARTFORD WATERWORKS",55131,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",14320,5303,"Community water system"
"WI2670111","JACKSON WATERWORKS",55131,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",7605,3354,"Community water system"
"WI2670112","KEWASKUM WATERWORKS",55131,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4000,1559,"Community water system"
"WI2670116","SLINGER WATER UTILITY",55131,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4275,1583,"Community water system"
"WI2670120","WEST BEND WATERWORKS",55131,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",31500,11666,"Community water system"
"WI2680082","MENOMONEE FALLS WW - SURFACE WATER",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",23867,8839,"Community water system"
"WI2680191","BUTLER WATERWORKS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",2181,807,"Community water system"
"WI2680197","DOUSMAN WATER UTILITY",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1716,635,"Community water system"
"WI2680198","EAGLE WATERWORKS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1950,722,"Community water system"
"WI2680205","HARTLAND WATERWORKS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",9115,3375,"Community water system"
"WI2680209","MUKWONAGO WATERWORKS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",7375,2731,"Community water system"
"WI2680213","DURHAM MEADOWS WATER TRUST",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",700,200,"Community water system"
"WI2680214","PEWAUKEE CITY WATER AND SEWER UTILITY",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8671,3211,"Community water system"
"WI2680216","HALE PARK MEADOWS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",720,180,"Community water system"
"WI2680217","NEW BERLIN WATER UTILITY",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",27899,9662,"Community water system"
"WI2680227","OCONOMOWOC WATERWORKS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",15805,1,"Community water system"
"WI2680228","LAKE MEADOWS WATER TRUST",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",750,223,"Community water system"
"WI2680229","PEWAUKEE VILLAGE WATERWORKS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8166,3024,"Community water system"
"WI2680233","SUSSEX VILLAGE HALL & WATER UTILITY",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",10573,3915,"Community water system"
"WI2680238","WAUKESHA WATER UTILITY",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",70718,26192,"Community water system"
"WI2680239","TOWN OF BROOKFIELD SAN DIST 4",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",6419,2377,"Community water system"
"WI2680253","BROOKFIELD WATER UTILITY",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",29070,10766,"Community water system"
"WI2680276","BROOKFIELD HILLS",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1200,376,"Community water system"
"WI2680277","PRAIRIE VILLAGE WATER TRUST",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2100,300,"Community water system"
"WI2681741","MUSKEGO WATER UTILITY",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8150,3018,"Community water system"
"WI2685747","MENOMONEE FALLS WW - GROUNDWATER",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1796,665,"Community water system"
"WI2685812","DELAFIELD SQUARE",55133,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",587,52,"Community water system"
"WI4050071","SCOTT WATER UTILITY DIST",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",1622,585,"Community water system"
"WI4050351","DENMARK WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2100,777,"Community water system"
"WI4050355","PULASKI WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3400,1259,"Community water system"
"WI4050356","GREEN BAY WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",104057,38539,"Community water system"
"WI4050453","DE PERE WATER DEPARTMENT",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",23920,8859,"Community water system"
"WI4050455","ALLOUEZ WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",13932,5160,"Community water system"
"WI4050456","ASHWAUBENON WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",17730,6566,"Community water system"
"WI4050459","BELLEVUE WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",14800,5481,"Community water system"
"WI4050464","WRIGHTSTOWN WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2830,1048,"Community water system"
"WI4050466","GREENLEAF WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",650,240,"Community water system"
"WI4050468","HOWARD WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",18900,7000,"Community water system"
"WI4051031","SUAMICO WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",5850,2166,"Community water system"
"WI4051418","LEDGEVIEW TN SANITARY DIST 2",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",6945,1800,"Community water system"
"WI4051625","LAWRENCE WATERWORKS",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",2950,1092,"Community water system"
"WI4051698","HOBART WATERWORKS  S A 1",55009,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",3162,1265,"Community water system"
"WI4080076","WAVERLY SANITARY DIST",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",4400,1600,"Community water system"
"WI4080221","BRILLION WATERWORKS",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3148,1165,"Community water system"
"WI4080222","CHILTON WATERWORKS",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3933,1456,"Community water system"
"WI4080269","HILBERT WATERWORKS",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1176,435,"Community water system"
"WI4080270","NEW HOLSTEIN WATERWORKS",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3213,1190,"Community water system"
"WI4080271","SHERWOOD WATERWORKS",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",2879,1066,"Community water system"
"WI4080407","STOCKBRIDGE WATERWORKS",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",650,240,"Community water system"
"WI4150510","SISTER BAY WATERWORKS",55029,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1000,370,"Community water system"
"WI4150526","STURGEON BAY WATERWORKS",55029,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",9500,3518,"Community water system"
"WI4190155","FLORENCE UTILITY COMMISSION",55037,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1809,427,"Community water system"
"WI4200402","BRANDON WATERWORKS",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",872,322,"Community water system"
"WI4200405","NORTH FOND DU LAC WATERWORKS",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",5014,1857,"Community water system"
"WI4200429","FOND DU LAC TN WATER UTILITY",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water purchased",700,259,"Community water system"
"WI4200461","CAMPBELLSPORT WATERWORKS",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2016,746,"Community water system"
"WI4200469","FOND DU LAC WATERWORKS",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",42000,15555,"Community water system"
"WI4200474","MOUNT CALVARY WATERWORKS",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",558,206,"Community water system"
"WI4200475","OAKFIELD WATERWORKS",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1015,375,"Community water system"
"WI4200476","RIPON WATER UTILITY",55039,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",7241,2681,"Community water system"
"WI4240216","BERLIN WATERWORKS",55047,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",5371,1989,"Community water system"
"WI4240217","GREEN LAKE WATERWORKS",55047,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",960,355,"Community water system"
"WI4240218","MARKESAN WATERWORKS",55047,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1496,554,"Community water system"
"WI4240219","PRINCETON WATERWORKS",55047,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1458,540,"Community water system"
"WI4310280","ALGOMA WATERWORKS",55061,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3357,1243,"Community water system"
"WI4310281","KEWAUNEE WATERWORKS",55061,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2951,1092,"Community water system"
"WI4310282","LUXEMBURG WATERWORKS",55061,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2571,952,"Community water system"
"WI4360364","MANITOWOC WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",34500,12777,"Community water system"
"WI4360426","CLEVELAND WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1518,562,"Community water system"
"WI4360427","KIEL WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3630,1344,"Community water system"
"WI4360430","MISHICOT WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1422,526,"Community water system"
"WI4360431","REEDSVILLE WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1200,444,"Community water system"
"WI4360433","ST NAZIANZ WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",783,290,"Community water system"
"WI4360436","TWO RIVERS WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",12600,4666,"Community water system"
"WI4360437","VALDERS WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",958,354,"Community water system"
"WI4360439","WHITELAW WATERWORKS",55071,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",757,280,"Community water system"
"WI4380395","MARINETTE WATERWORKS",26109,"Michigan","MI","State","Wisconsin","Region 5","Surface water",10968,4839,"Community water system"
"WI4380411","CRIVITZ WATERWORKS",55075,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1041,385,"Community water system"
"WI4380436","COLEMAN WATERWORKS",55075,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",727,269,"Community water system"
"WI4380439","NIAGARA WATERWORKS",55075,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1615,598,"Community water system"
"WI4380442","PESHTIGO WATERWORKS",55075,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3442,1274,"Community water system"
"WI4380445","WAUSAUKEE WATERWORKS",55075,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",573,212,"Community water system"
"WI4390281","MONTELLO WATERWORKS",55077,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1329,492,"Community water system"
"WI4430490","GILLETT WATERWORKS",55083,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1386,513,"Community water system"
"WI4430493","LENA WATERWORKS",55083,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",585,216,"Community water system"
"WI4430495","OCONTO WATERWORKS",55083,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4740,1755,"Community water system"
"WI4430496","OCONTO FALLS WATERWORKS",55083,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2892,1071,"Community water system"
"WI4430498","SURING WATERWORKS",55083,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",559,207,"Community water system"
"WI4450117","DARBOY SANITARY DIST 1",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",12000,4444,"Community water system"
"WI4450278","GREENVILLE SANITARY DIST",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",7955,2946,"Community water system"
"WI4450333","APPLETON WATERWORKS",55015,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",72000,25221,"Community water system"
"WI4450336","KAUKAUNA UTILITIES",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",13430,4974,"Community water system"
"WI4450337","SEYMOUR WATERWORKS",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3478,1288,"Community water system"
"WI4450338","LITTLE CHUTE WATERWORKS",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",11040,3208,"Community water system"
"WI4450342","KIMBERLY WATERWORKS",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",6451,2389,"Community water system"
"WI4450408","BLACK CREEK WATERWORKS",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1251,463,"Community water system"
"WI4450409","COMBINED LOCKS WATERWORKS",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water purchased",3405,1261,"Community water system"
"WI4450411","HORTONVILLE WATER UTILITY",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2720,1007,"Community water system"
"WI4450415","SHIOCTON UTILITIES",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",921,341,"Community water system"
"WI4450429","GRAND CHUTE TN SAN DIST 1",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",21583,7993,"Community water system"
"WI4451607","FREEDOM SANITARY DISTRICT",55087,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3000,1111,"Community water system"
"WI4590449","BIRNAMWOOD WATERWORKS",55115,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",832,308,"Community water system"
"WI4590450","BONDUEL WATERWORKS",55115,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1475,546,"Community water system"
"WI4590454","GRESHAM WATERWORKS",55115,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",534,285,"Community water system"
"WI4590456","SHAWANO WATERWORKS",55115,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8330,3085,"Community water system"
"WI4590457","SHAWANO LK SAN DIST 1",55115,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4950,1833,"Community water system"
"WI4590462","TIGERTON WATERWORKS",55115,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",756,280,"Community water system"
"WI4590465","WITTENBERG WATERWORKS",55115,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1200,495,"Community water system"
"WI4600354","SHEBOYGAN WATER UTILITIES",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",48725,18046,"Community water system"
"WI4600355","RANDOM LAKE WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1580,585,"Community water system"
"WI4600403","SHEBOYGAN TN WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3900,1273,"Community water system"
"WI4600435","ADELL WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",519,192,"Community water system"
"WI4600436","CASCADE WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",703,260,"Community water system"
"WI4600437","CEDAR GROVE WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1895,701,"Community water system"
"WI4600439","ELKHART LAKE WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1223,452,"Community water system"
"WI4600444","KOHLER WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",2114,834,"Community water system"
"WI4600445","OOSTBURG WATERWORKS",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2862,1060,"Community water system"
"WI4600446","PLYMOUTH UTILITIES",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8477,3139,"Community water system"
"WI4600449","KETTLE MORAINE CORRECTIONAL INSTITUTION",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1544,571,"Community water system"
"WI4600455","SHEBOYGAN FALLS UTILITIES",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",7775,2879,"Community water system"
"WI4600487","LAKELAND COLLEGE",55117,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1200,33,"Community water system"
"WI4690345","MANAWA WATERWORKS",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1300,481,"Community water system"
"WI4690391","CLINTONVILLE UTILITIES",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4635,1716,"Community water system"
"WI4690394","IOLA WATERWORKS",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1350,500,"Community water system"
"WI4690395","WISCONSIN VETERANS HOME",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1240,459,"Community water system"
"WI4690396","MARION WATERWORKS",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1293,478,"Community water system"
"WI4690398","NEW LONDON WATERWORKS",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",7187,2735,"Community water system"
"WI4690402","WAUPACA WATERWORKS",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",5750,2169,"Community water system"
"WI4690403","WEYAUWEGA WATERWORKS",55135,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1856,687,"Community water system"
"WI4700268","PLAINFIELD WATERWORKS",55137,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",862,319,"Community water system"
"WI4700269","REDGRANITE WATERWORKS",55137,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2019,747,"Community water system"
"WI4700718","WAUTOMA WATER DEPT",55137,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2110,781,"Community water system"
"WI4710334","MENASHA ELEC & WATER UTIL",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",14728,5454,"Community water system"
"WI4710348","NEENAH WATERWORKS",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",25892,9589,"Community water system"
"WI4710354","WINNECONNE WATERWORKS",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2377,880,"Community water system"
"WI4710357","OMRO WATERWORKS",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3358,1243,"Community water system"
"WI4710358","MENASHA TN UTILITY DIST WEST",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4550,1685,"Community water system"
"WI4710453","MENASHA TN UTILITY DIST EAST",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water purchased",8550,3166,"Community water system"
"WI4710457","OSHKOSH WATERWORKS",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Surface water",63000,23333,"Community water system"
"WI4711611","ALGOMA TN SANITARY DIST 1",55139,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2000,740,"Community water system"
"WI6030124","ALMENA WATERWORKS",55005,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",677,250,"Community water system"
"WI6030125","BARRON LIGHT & WATER DEPT",55005,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3423,1267,"Community water system"
"WI6030127","CAMERON WATERWORKS",55005,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1787,661,"Community water system"
"WI6030129","CHETEK WATERWORKS",55005,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1931,715,"Community water system"
"WI6030132","CUMBERLAND WATERWORKS",55005,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2311,855,"Community water system"
"WI6030138","RICE LAKE WATERWORKS",55005,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",8300,3074,"Community water system"
"WI6030142","TURTLE LAKE WATERWORKS",55005,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1073,397,"Community water system"
"WI6060192","ALMA WATERWORKS",55011,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",863,283,"Community water system"
"WI6060193","MONDOVI WATERWORKS",55011,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2667,1130,"Community water system"
"WI6060228","FOUNTAIN CITY WATERWORKS",55011,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",983,364,"Community water system"
"WI6090448","BLOOMER WATERWORKS",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3545,1510,"Community water system"
"WI6090449","BOYD WATERWORKS",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",672,280,"Community water system"
"WI6090450","CADOTT WATERWORKS",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1352,632,"Community water system"
"WI6090456","CHIPPEWA FALLS WATERWORKS",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",13375,5240,"Community water system"
"WI6090458","CORNELL WATERWORKS",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1390,624,"Community water system"
"WI6090461","NEW AUBURN WATERWORKS",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",549,193,"Community water system"
"WI6090462","STANLEY WATERWORKS",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3500,882,"Community water system"
"WI6090849","LAKE HALLIE WATERWORKS VILLAGE OF",55017,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",6701,753,"Community water system"
"WI6100283","WITHEE WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",504,243,"Community water system"
"WI6100326","DORCHESTER WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",834,398,"Community water system"
"WI6100328","GREENWOOD WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1079,437,"Community water system"
"WI6100329","LOYAL WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1308,675,"Community water system"
"WI6100330","NEILLSVILLE WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2761,1204,"Community water system"
"WI6100334","OWEN WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",936,465,"Community water system"
"WI6100336","CLARK CO HEALTH CARE CENTER",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",510,188,"Community water system"
"WI6100337","THORP WATERWORKS",55019,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1565,774,"Community water system"
"WI6120244","GAYS MILLS WATERWORKS",55023,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",620,259,"Community water system"
"WI6120250","PRAIRIE DU CHIEN WATERWORKS",55023,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",6005,2224,"Community water system"
"WI6120252","SOLDIERS GROVE WATERWORKS",55023,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",632,257,"Community water system"
"WI6120253","WAUZEKA WATERWORKS",55023,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",794,260,"Community water system"
"WI6170260","BOYCEVILLE WATERWORKS",55033,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1043,485,"Community water system"
"WI6170261","COLFAX WATERWORKS",55033,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1155,422,"Community water system"
"WI6170264","ELK MOUND WATERWORKS",55033,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",876,272,"Community water system"
"WI6170268","MENOMONIE WATERWORKS",55033,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",15950,4206,"Community water system"
"WI6170270","BIRCH TERRACE MOBILE HOME COMMUNITY",55033,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",700,259,"Community water system"
"WI6180230","EAU CLAIRE WATERWORKS",55035,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",66060,222950,"Community water system"
"WI6180231","AUGUSTA WATERWORKS",55035,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1450,703,"Community water system"
"WI6180280","ALTOONA WATERWORKS",55035,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",7500,2347,"Community water system"
"WI6180285","HILLCREST ESTATES MHP",55035,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",726,268,"Community water system"
"WI6180295","FAIRCHILD WATERWORKS",55035,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",564,231,"Community water system"
"WI6180296","FALL CREEK WATERWORKS",55035,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1322,540,"Community water system"
"WI6270244","BLACK RIVER FALLS WATERWORKS",55053,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",3608,1650,"Community water system"
"WI6270293","MELROSE WATERWORKS",55053,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",524,240,"Community water system"
"WI6270294","MERRILLAN WATERWORKS",55053,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",531,179,"Community water system"
"WI6270298","ALMA CENTER WATERWORKS",55053,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",509,218,"Community water system"
"WI6270299","BROCKWAY SANITARY DIST 1",55053,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",2692,345,"Community water system"
"WI6320233","BANGOR WATERWORKS",55063,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",1470,442,"Community water system"
"WI6320306","HOLMEN WATERWORKS",55063,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",9000,2113,"Community water system"
"WI6320309","LA CROSSE WATERWORKS",55063,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",53000,16176,"Community water system"
"WI6320311","SHELBY TN OF WEDGEWOOD VLY",55063,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",711,118,"Community water system"
"WI6320327","ONALASKA WATERWORKS",55063,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",18000,5110,"Community water system"
"WI6320333","ROCKLAND WATERWORKS",55063,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",552,198,"Community water system"
"WI6320334","WEST SALEM WATERWORKS",55063,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",4960,1183,"Community water system"
"WI6420254","TOMAH WATERWORKS",55081,"Wisconsin","WI","State","Wisconsin","Region 5","Ground water",9192,3139,"Community water system"
